,id,beats,pitches,tuple_beat_and_pitch,midi
358,358,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[74, 75, 75, 78, 76, 75, 77, 78], [73, 78, 74, 78, 81, 73], [57, 56], [58, 57, 62, 56, 60], [55, 59, 64, 61], [62, 55, 60, 61], [55, 57, 55, 45], [57, 49, 50, 45]]","[[(2, 74), (3, 75), (5, 75), (6, 78), (8, 76), (10, 75), (11, 77), (12, 78)], [(1, 73), (6, 78), (7, 74), (9, 78), (10, 81), (11, 73)], [(5, 57), (8, 56)], [(4, 58), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 55), (2, 59), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 60), (10, 61)], [(2, 55), (4, 57), (8, 55), (9, 45)], [(2, 57), (4, 49), (5, 50), (11, 45)]]",lstm_midis/lstm_song358.mid
359,359,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[42, 41, 50, 44, 38, 42, 44, 43], [45, 47, 51, 40, 43, 52], [55, 57], [54, 54, 60, 55, 57], [52, 54, 62, 62], [61, 56, 53, 59], [57, 60, 59, 48], [60, 52, 54, 49]]","[[(2, 42), (3, 41), (5, 50), (6, 44), (8, 38), (10, 42), (11, 44), (12, 43)], [(1, 45), (6, 47), (7, 51), (9, 40), (10, 43), (11, 52)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 60), (8, 55), (12, 57)], [(1, 52), (2, 54), (4, 62), (5, 62)], [(1, 61), (6, 56), (7, 53), (10, 59)], [(2, 57), (4, 60), (8, 59), (9, 48)], [(2, 60), (4, 52), (5, 54), (11, 49)]]",lstm_midis/lstm_song359.mid
360,360,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[45, 45, 56, 49, 47, 47, 52, 50], [50, 49, 52, 42, 51, 51], [57, 58], [57, 57, 63, 57, 60], [54, 58, 65, 62], [64, 56, 57, 62], [59, 62, 60, 50], [62, 53, 56, 52]]","[[(2, 45), (3, 45), (5, 56), (6, 49), (8, 47), (10, 47), (11, 52), (12, 50)], [(1, 50), (6, 49), (7, 52), (9, 42), (10, 51), (11, 51)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 63), (8, 57), (12, 60)], [(1, 54), (2, 58), (4, 65), (5, 62)], [(1, 64), (6, 56), (7, 57), (10, 62)], [(2, 59), (4, 62), (8, 60), (9, 50)], [(2, 62), (4, 53), (5, 56), (11, 52)]]",lstm_midis/lstm_song360.mid
361,361,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[28, 19, 40, 26, 24, 24, 30, 24], [29, 29, 36, 23, 28, 37], [56, 57], [55, 54, 61, 57, 59], [53, 55, 63, 62], [62, 55, 53, 61], [55, 59, 57, 43], [59, 49, 54, 49]]","[[(2, 28), (3, 19), (5, 40), (6, 26), (8, 24), (10, 24), (11, 30), (12, 24)], [(1, 29), (6, 29), (7, 36), (9, 23), (10, 28), (11, 37)], [(5, 56), (8, 57)], [(4, 55), (5, 54), (6, 61), (8, 57), (12, 59)], [(1, 53), (2, 55), (4, 63), (5, 62)], [(1, 62), (6, 55), (7, 53), (10, 61)], [(2, 55), (4, 59), (8, 57), (9, 43)], [(2, 59), (4, 49), (5, 54), (11, 49)]]",lstm_midis/lstm_song361.mid
362,362,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[57, 59, 65, 59, 64, 61, 67, 60], [63, 61, 61, 57, 65, 63], [58, 58], [58, 57, 62, 57, 60], [55, 58, 65, 62], [64, 56, 59, 61], [53, 56, 55, 43], [56, 47, 50, 44]]","[[(2, 57), (3, 59), (5, 65), (6, 59), (8, 64), (10, 61), (11, 67), (12, 60)], [(1, 63), (6, 61), (7, 61), (9, 57), (10, 65), (11, 63)], [(5, 58), (8, 58)], [(4, 58), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 65), (5, 62)], [(1, 64), (6, 56), (7, 59), (10, 61)], [(2, 53), (4, 56), (8, 55), (9, 43)], [(2, 56), (4, 47), (5, 50), (11, 44)]]",lstm_midis/lstm_song362.mid
363,363,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[45, 49, 56, 51, 44, 46, 49, 52], [48, 52, 53, 48, 49, 51], [56, 57], [56, 56, 61, 57, 59], [54, 57, 63, 61], [62, 55, 56, 61], [56, 59, 56, 45], [60, 50, 53, 48]]","[[(2, 45), (3, 49), (5, 56), (6, 51), (8, 44), (10, 46), (11, 49), (12, 52)], [(1, 48), (6, 52), (7, 53), (9, 48), (10, 49), (11, 51)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 61)], [(1, 62), (6, 55), (7, 56), (10, 61)], [(2, 56), (4, 59), (8, 56), (9, 45)], [(2, 60), (4, 50), (5, 53), (11, 48)]]",lstm_midis/lstm_song363.mid
364,364,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[65, 58, 67, 61, 65, 65, 68, 64], [65, 64, 62, 58, 68, 68], [57, 57], [57, 57, 62, 56, 60], [54, 58, 64, 61], [63, 55, 58, 61], [58, 60, 58, 50], [60, 53, 52, 49]]","[[(2, 65), (3, 58), (5, 67), (6, 61), (8, 65), (10, 65), (11, 68), (12, 64)], [(1, 65), (6, 64), (7, 62), (9, 58), (10, 68), (11, 68)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 58), (10, 61)], [(2, 58), (4, 60), (8, 58), (9, 50)], [(2, 60), (4, 53), (5, 52), (11, 49)]]",lstm_midis/lstm_song364.mid
365,365,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[49, 50, 60, 55, 47, 51, 52, 52], [52, 55, 58, 50, 54, 55], [57, 57], [57, 56, 62, 57, 59], [54, 57, 63, 61], [63, 56, 57, 61], [55, 57, 55, 45], [58, 49, 51, 46]]","[[(2, 49), (3, 50), (5, 60), (6, 55), (8, 47), (10, 51), (11, 52), (12, 52)], [(1, 52), (6, 55), (7, 58), (9, 50), (10, 54), (11, 55)], [(5, 57), (8, 57)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 61)], [(1, 63), (6, 56), (7, 57), (10, 61)], [(2, 55), (4, 57), (8, 55), (9, 45)], [(2, 58), (4, 49), (5, 51), (11, 46)]]",lstm_midis/lstm_song365.mid
366,366,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[65, 65, 67, 68, 65, 66, 67, 67], [66, 69, 68, 67, 69, 66], [58, 58], [58, 58, 62, 57, 61], [55, 59, 65, 62], [63, 56, 59, 62], [59, 61, 60, 50], [62, 53, 54, 51]]","[[(2, 65), (3, 65), (5, 67), (6, 68), (8, 65), (10, 66), (11, 67), (12, 67)], [(1, 66), (6, 69), (7, 68), (9, 67), (10, 69), (11, 66)], [(5, 58), (8, 58)], [(4, 58), (5, 58), (6, 62), (8, 57), (12, 61)], [(1, 55), (2, 59), (4, 65), (5, 62)], [(1, 63), (6, 56), (7, 59), (10, 62)], [(2, 59), (4, 61), (8, 60), (9, 50)], [(2, 62), (4, 53), (5, 54), (11, 51)]]",lstm_midis/lstm_song366.mid
367,367,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[27, 26, 39, 31, 25, 30, 30, 29], [33, 35, 39, 28, 32, 36], [57, 58], [56, 56, 62, 57, 59], [54, 57, 64, 62], [63, 56, 55, 62], [56, 60, 58, 46], [60, 51, 54, 49]]","[[(2, 27), (3, 26), (5, 39), (6, 31), (8, 25), (10, 30), (11, 30), (12, 29)], [(1, 33), (6, 35), (7, 39), (9, 28), (10, 32), (11, 36)], [(5, 57), (8, 58)], [(4, 56), (5, 56), (6, 62), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 55), (10, 62)], [(2, 56), (4, 60), (8, 58), (9, 46)], [(2, 60), (4, 51), (5, 54), (11, 49)]]",lstm_midis/lstm_song367.mid
368,368,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 61, 65, 63, 60, 59, 63, 65], [61, 62, 61, 63, 64, 60], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 55, 58, 62], [58, 60, 59, 50], [61, 52, 54, 51]]","[[(2, 60), (3, 61), (5, 65), (6, 63), (8, 60), (10, 59), (11, 63), (12, 65)], [(1, 61), (6, 62), (7, 61), (9, 63), (10, 64), (11, 60)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 58), (10, 62)], [(2, 58), (4, 60), (8, 59), (9, 50)], [(2, 61), (4, 52), (5, 54), (11, 51)]]",lstm_midis/lstm_song368.mid
369,369,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[51, 47, 57, 53, 50, 52, 52, 51], [53, 54, 55, 49, 57, 54], [57, 57], [57, 56, 62, 57, 60], [54, 58, 64, 61], [63, 55, 57, 62], [58, 59, 58, 49], [60, 51, 52, 49]]","[[(2, 51), (3, 47), (5, 57), (6, 53), (8, 50), (10, 52), (11, 52), (12, 51)], [(1, 53), (6, 54), (7, 55), (9, 49), (10, 57), (11, 54)], [(5, 57), (8, 57)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 57), (10, 62)], [(2, 58), (4, 59), (8, 58), (9, 49)], [(2, 60), (4, 51), (5, 52), (11, 49)]]",lstm_midis/lstm_song369.mid
370,370,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[34, 26, 43, 35, 29, 33, 34, 32], [36, 36, 42, 29, 37, 41], [55, 57], [54, 55, 61, 56, 57], [52, 55, 62, 62], [62, 56, 53, 61], [54, 58, 55, 45], [58, 49, 51, 46]]","[[(2, 34), (3, 26), (5, 43), (6, 35), (8, 29), (10, 33), (11, 34), (12, 32)], [(1, 36), (6, 36), (7, 42), (9, 29), (10, 37), (11, 41)], [(5, 55), (8, 57)], [(4, 54), (5, 55), (6, 61), (8, 56), (12, 57)], [(1, 52), (2, 55), (4, 62), (5, 62)], [(1, 62), (6, 56), (7, 53), (10, 61)], [(2, 54), (4, 58), (8, 55), (9, 45)], [(2, 58), (4, 49), (5, 51), (11, 46)]]",lstm_midis/lstm_song370.mid
371,371,"[[2, 5, 6, 8, 10, 11, 12], [1, 6, 7, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[16, 29, 14, 9, 10, 17, 14], [19, 19, 26, 13, 29], [55, 58], [55, 54, 61, 57, 58], [52, 55, 63, 62], [62, 55, 52, 61], [56, 58, 59, 45], [59, 50, 55, 52]]","[[(2, 16), (5, 29), (6, 14), (8, 9), (10, 10), (11, 17), (12, 14)], [(1, 19), (6, 19), (7, 26), (10, 13), (11, 29)], [(5, 55), (8, 58)], [(4, 55), (5, 54), (6, 61), (8, 57), (12, 58)], [(1, 52), (2, 55), (4, 63), (5, 62)], [(1, 62), (6, 55), (7, 52), (10, 61)], [(2, 56), (4, 58), (8, 59), (9, 45)], [(2, 59), (4, 50), (5, 55), (11, 52)]]",lstm_midis/lstm_song371.mid
372,372,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[58, 58, 61, 60, 54, 56, 59, 61], [58, 60, 59, 59, 61, 58], [57, 58], [58, 58, 63, 57, 60], [55, 58, 65, 62], [63, 56, 58, 62], [56, 58, 57, 44], [58, 50, 52, 48]]","[[(2, 58), (3, 58), (5, 61), (6, 60), (8, 54), (10, 56), (11, 59), (12, 61)], [(1, 58), (6, 60), (7, 59), (9, 59), (10, 61), (11, 58)], [(5, 57), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 65), (5, 62)], [(1, 63), (6, 56), (7, 58), (10, 62)], [(2, 56), (4, 58), (8, 57), (9, 44)], [(2, 58), (4, 50), (5, 52), (11, 48)]]",lstm_midis/lstm_song372.mid
373,373,"[[5], [1, 7, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[19], [9, 21, 21], [55, 58], [53, 53, 60, 56, 57], [51, 53, 61, 62], [61, 56, 49, 61], [58, 61, 60, 49], [61, 53, 56, 53]]","[[(5, 19)], [(1, 9), (7, 21), (11, 21)], [(5, 55), (8, 58)], [(4, 53), (5, 53), (6, 60), (8, 56), (12, 57)], [(1, 51), (2, 53), (4, 61), (5, 62)], [(1, 61), (6, 56), (7, 49), (10, 61)], [(2, 58), (4, 61), (8, 60), (9, 49)], [(2, 61), (4, 53), (5, 56), (11, 53)]]",lstm_midis/lstm_song373.mid
374,374,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[39, 31, 46, 37, 36, 40, 41, 36], [45, 45, 47, 29, 44, 48], [55, 57], [55, 54, 60, 56, 57], [52, 54, 62, 61], [61, 55, 54, 60], [57, 60, 57, 47], [60, 51, 53, 49]]","[[(2, 39), (3, 31), (5, 46), (6, 37), (8, 36), (10, 40), (11, 41), (12, 36)], [(1, 45), (6, 45), (7, 47), (9, 29), (10, 44), (11, 48)], [(5, 55), (8, 57)], [(4, 55), (5, 54), (6, 60), (8, 56), (12, 57)], [(1, 52), (2, 54), (4, 62), (5, 61)], [(1, 61), (6, 55), (7, 54), (10, 60)], [(2, 57), (4, 60), (8, 57), (9, 47)], [(2, 60), (4, 51), (5, 53), (11, 49)]]",lstm_midis/lstm_song374.mid
375,375,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[55, 52, 60, 54, 56, 55, 61, 54], [58, 55, 57, 52, 58, 62], [57, 58], [57, 57, 62, 57, 59], [54, 57, 63, 62], [62, 56, 57, 61], [56, 59, 56, 47], [59, 51, 51, 47]]","[[(2, 55), (3, 52), (5, 60), (6, 54), (8, 56), (10, 55), (11, 61), (12, 54)], [(1, 58), (6, 55), (7, 57), (9, 52), (10, 58), (11, 62)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 62)], [(1, 62), (6, 56), (7, 57), (10, 61)], [(2, 56), (4, 59), (8, 56), (9, 47)], [(2, 59), (4, 51), (5, 51), (11, 47)]]",lstm_midis/lstm_song375.mid
376,376,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[35, 34, 44, 37, 26, 30, 34, 37], [36, 37, 42, 33, 33, 41], [56, 58], [56, 55, 61, 57, 59], [53, 56, 63, 62], [62, 56, 54, 61], [58, 61, 59, 49], [61, 52, 55, 51]]","[[(2, 35), (3, 34), (5, 44), (6, 37), (8, 26), (10, 30), (11, 34), (12, 37)], [(1, 36), (6, 37), (7, 42), (9, 33), (10, 33), (11, 41)], [(5, 56), (8, 58)], [(4, 56), (5, 55), (6, 61), (8, 57), (12, 59)], [(1, 53), (2, 56), (4, 63), (5, 62)], [(1, 62), (6, 56), (7, 54), (10, 61)], [(2, 58), (4, 61), (8, 59), (9, 49)], [(2, 61), (4, 52), (5, 55), (11, 51)]]",lstm_midis/lstm_song376.mid
377,377,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[53, 51, 59, 52, 48, 49, 53, 53], [54, 52, 55, 51, 53, 56], [55, 57], [54, 54, 60, 55, 57], [52, 55, 62, 62], [61, 55, 54, 60], [57, 60, 59, 46], [61, 51, 55, 51]]","[[(2, 53), (3, 51), (5, 59), (6, 52), (8, 48), (10, 49), (11, 53), (12, 53)], [(1, 54), (6, 52), (7, 55), (9, 51), (10, 53), (11, 56)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 60), (8, 55), (12, 57)], [(1, 52), (2, 55), (4, 62), (5, 62)], [(1, 61), (6, 55), (7, 54), (10, 60)], [(2, 57), (4, 60), (8, 59), (9, 46)], [(2, 61), (4, 51), (5, 55), (11, 51)]]",lstm_midis/lstm_song377.mid
378,378,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 50, 61, 54, 57, 54, 59, 56], [56, 57, 58, 55, 59, 62], [57, 57], [57, 57, 62, 57, 60], [54, 58, 64, 61], [63, 55, 57, 61], [55, 58, 56, 45], [58, 50, 52, 46]]","[[(2, 60), (3, 50), (5, 61), (6, 54), (8, 57), (10, 54), (11, 59), (12, 56)], [(1, 56), (6, 57), (7, 58), (9, 55), (10, 59), (11, 62)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 57), (10, 61)], [(2, 55), (4, 58), (8, 56), (9, 45)], [(2, 58), (4, 50), (5, 52), (11, 46)]]",lstm_midis/lstm_song378.mid
379,379,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[48, 40, 58, 47, 46, 46, 51, 46], [47, 48, 54, 42, 48, 56], [55, 58], [55, 54, 61, 55, 57], [52, 54, 62, 62], [61, 56, 54, 60], [57, 61, 58, 48], [60, 52, 54, 48]]","[[(2, 48), (3, 40), (5, 58), (6, 47), (8, 46), (10, 46), (11, 51), (12, 46)], [(1, 47), (6, 48), (7, 54), (9, 42), (10, 48), (11, 56)], [(5, 55), (8, 58)], [(4, 55), (5, 54), (6, 61), (8, 55), (12, 57)], [(1, 52), (2, 54), (4, 62), (5, 62)], [(1, 61), (6, 56), (7, 54), (10, 60)], [(2, 57), (4, 61), (8, 58), (9, 48)], [(2, 60), (4, 52), (5, 54), (11, 48)]]",lstm_midis/lstm_song379.mid
380,380,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[75, 79, 77, 80, 76, 78, 80, 78], [79, 82, 78, 78, 83, 78], [58, 57], [59, 59, 63, 57, 61], [56, 60, 65, 61], [64, 55, 61, 62], [58, 61, 59, 49], [61, 53, 53, 49]]","[[(2, 75), (3, 79), (5, 77), (6, 80), (8, 76), (10, 78), (11, 80), (12, 78)], [(1, 79), (6, 82), (7, 78), (9, 78), (10, 83), (11, 78)], [(5, 58), (8, 57)], [(4, 59), (5, 59), (6, 63), (8, 57), (12, 61)], [(1, 56), (2, 60), (4, 65), (5, 61)], [(1, 64), (6, 55), (7, 61), (10, 62)], [(2, 58), (4, 61), (8, 59), (9, 49)], [(2, 61), (4, 53), (5, 53), (11, 49)]]",lstm_midis/lstm_song380.mid
381,381,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[66, 58, 66, 64, 61, 58, 65, 65], [60, 61, 61, 61, 65, 66], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [62, 55, 58, 61], [54, 58, 56, 43], [58, 49, 52, 46]]","[[(2, 66), (3, 58), (5, 66), (6, 64), (8, 61), (10, 58), (11, 65), (12, 65)], [(1, 60), (6, 61), (7, 61), (9, 61), (10, 65), (11, 66)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 58), (10, 61)], [(2, 54), (4, 58), (8, 56), (9, 43)], [(2, 58), (4, 49), (5, 52), (11, 46)]]",lstm_midis/lstm_song381.mid
382,382,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[54, 59, 61, 63, 52, 56, 55, 61], [57, 62, 61, 58, 62, 54], [57, 57], [57, 57, 62, 56, 60], [54, 58, 64, 62], [63, 56, 58, 61], [53, 56, 54, 42], [56, 47, 50, 43]]","[[(2, 54), (3, 59), (5, 61), (6, 63), (8, 52), (10, 56), (11, 55), (12, 61)], [(1, 57), (6, 62), (7, 61), (9, 58), (10, 62), (11, 54)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 58), (10, 61)], [(2, 53), (4, 56), (8, 54), (9, 42)], [(2, 56), (4, 47), (5, 50), (11, 43)]]",lstm_midis/lstm_song382.mid
383,383,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[48, 49, 59, 52, 49, 49, 54, 53], [52, 52, 54, 47, 53, 56], [57, 57], [57, 56, 61, 57, 59], [54, 57, 64, 61], [63, 56, 57, 61], [56, 59, 56, 45], [60, 50, 52, 48]]","[[(2, 48), (3, 49), (5, 59), (6, 52), (8, 49), (10, 49), (11, 54), (12, 53)], [(1, 52), (6, 52), (7, 54), (9, 47), (10, 53), (11, 56)], [(5, 57), (8, 57)], [(4, 57), (5, 56), (6, 61), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 57), (10, 61)], [(2, 56), (4, 59), (8, 56), (9, 45)], [(2, 60), (4, 50), (5, 52), (11, 48)]]",lstm_midis/lstm_song383.mid
384,384,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[67, 63, 74, 69, 72, 72, 75, 69], [69, 69, 68, 63, 77, 71], [57, 57], [57, 57, 62, 56, 60], [55, 58, 64, 61], [63, 55, 59, 61], [58, 60, 57, 50], [60, 53, 52, 48]]","[[(2, 67), (3, 63), (5, 74), (6, 69), (8, 72), (10, 72), (11, 75), (12, 69)], [(1, 69), (6, 69), (7, 68), (9, 63), (10, 77), (11, 71)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 59), (10, 61)], [(2, 58), (4, 60), (8, 57), (9, 50)], [(2, 60), (4, 53), (5, 52), (11, 48)]]",lstm_midis/lstm_song384.mid
385,385,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[18, 12, 31, 18, 11, 15, 19, 17], [22, 21, 29, 12, 18, 28], [55, 57], [54, 54, 60, 57, 58], [52, 54, 62, 62], [61, 56, 52, 61], [55, 57, 57, 44], [58, 49, 52, 48]]","[[(2, 18), (3, 12), (5, 31), (6, 18), (8, 11), (10, 15), (11, 19), (12, 17)], [(1, 22), (6, 21), (7, 29), (9, 12), (10, 18), (11, 28)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 60), (8, 57), (12, 58)], [(1, 52), (2, 54), (4, 62), (5, 62)], [(1, 61), (6, 56), (7, 52), (10, 61)], [(2, 55), (4, 57), (8, 57), (9, 44)], [(2, 58), (4, 49), (5, 52), (11, 48)]]",lstm_midis/lstm_song385.mid
