,beat,pitch,beat_pitch,midi
10,"[[1, 2, 3, 4, 5, 7, 8, 9, 10], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 5, 7, 8, 9, 10], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[72, 71, 68, 67, 69, 69, 72, 70, 77], [72, 74, 69, 67, 71, 69, 62, 60, 65, 62, 60], [72, 75, 72, 72, 72, 74, 76, 79], [72, 79, 81, 81, 72, 69, 67], [72, 74, 76, 73, 74, 69, 72, 71], [72, 77, 79, 81, 79, 78, 80, 81], [72, 77, 79, 74, 72, 71, 74, 72], [72, 71, 72, 71, 79, 77, 72, 69]]","[[(1, 72), (2, 71), (3, 68), (4, 67), (5, 69), (7, 69), (8, 72), (9, 70), (10, 77)], [(1, 72), (2, 74), (3, 69), (4, 67), (5, 71), (7, 69), (8, 62), (9, 60), (10, 65), (11, 62), (12, 60)], [(1, 72), (2, 75), (3, 72), (5, 72), (7, 72), (8, 74), (9, 76), (10, 79)], [(1, 72), (2, 79), (3, 81), (5, 81), (7, 72), (8, 69), (9, 67)], [(1, 72), (2, 74), (3, 76), (4, 73), (5, 74), (7, 69), (8, 72), (9, 71)], [(1, 72), (2, 77), (3, 79), (4, 81), (5, 79), (7, 78), (8, 80), (9, 81)], [(1, 72), (2, 77), (3, 79), (4, 74), (5, 72), (7, 71), (8, 74), (9, 72)], [(1, 72), (2, 71), (3, 72), (4, 71), (5, 79), (7, 77), (8, 72), (9, 69)]]",<music21.stream.Stream 0x1a3438e8790>
11,"[[1, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[74, 74, 72, 71, 72, 74], [74, 79, 79, 77, 77, 76, 78], [74, 74, 76, 78, 74, 73], [74, 74, 74, 76, 74, 72, 72, 75], [74, 71, 73, 74, 79, 76, 72, 70, 69, 67], [74, 74, 73, 73, 69, 70, 68, 69, 67, 64], [74, 78, 79, 74, 72, 71, 69, 67], [74, 78, 76, 78, 76, 77, 74]]","[[(1, 74), (5, 74), (6, 72), (7, 71), (8, 72), (9, 74)], [(1, 74), (3, 79), (5, 79), (6, 77), (7, 77), (8, 76), (9, 78)], [(1, 74), (3, 74), (5, 76), (7, 78), (8, 74), (9, 73)], [(1, 74), (3, 74), (5, 74), (7, 76), (8, 74), (9, 72), (11, 72), (12, 75)], [(1, 74), (3, 71), (4, 73), (5, 74), (7, 79), (8, 76), (9, 72), (10, 70), (11, 69), (12, 67)], [(1, 74), (3, 74), (4, 73), (5, 73), (6, 69), (7, 70), (8, 68), (9, 69), (11, 67), (12, 64)], [(1, 74), (3, 78), (4, 79), (5, 74), (6, 72), (7, 71), (8, 69), (9, 67)], [(1, 74), (3, 78), (4, 76), (5, 78), (7, 76), (8, 77), (9, 74)]]",<music21.stream.Stream 0x1a3439221f0>
12,"[[1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12]]","[[79, 82, 81, 77, 79, 78, 78], [79, 71, 72, 72, 71, 73, 74], [79, 74, 73, 74, 72, 81, 81, 77], [79, 82, 80, 81, 79, 76, 77, 77], [79, 78, 79, 77, 72, 76, 81, 79], [79, 75, 78, 79, 74, 72, 71], [79, 78, 80, 81, 85, 83, 85, 85], [79, 75, 79, 81, 76, 74, 76, 79, 81]]","[[(1, 79), (2, 82), (3, 81), (4, 77), (5, 79), (7, 78), (9, 78)], [(1, 79), (3, 71), (4, 72), (5, 72), (7, 71), (8, 73), (9, 74)], [(1, 79), (3, 74), (4, 73), (5, 74), (6, 72), (7, 81), (8, 81), (9, 77)], [(1, 79), (3, 82), (4, 80), (5, 81), (6, 79), (7, 76), (8, 77), (9, 77)], [(1, 79), (3, 78), (4, 79), (5, 77), (7, 72), (8, 76), (9, 81), (11, 79)], [(1, 79), (3, 75), (4, 78), (5, 79), (7, 74), (9, 72), (11, 71)], [(1, 79), (3, 78), (4, 80), (5, 81), (7, 85), (8, 83), (9, 85), (11, 85)], [(1, 79), (3, 75), (4, 79), (5, 81), (7, 76), (8, 74), (9, 76), (11, 79), (12, 81)]]",<music21.stream.Stream 0x1a34380f490>
13,"[[1, 2, 3, 5, 6, 7, 9], [1, 2, 3, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12]]","[[74, 73, 74, 76, 72, 79, 79], [74, 76, 77, 76, 78, 76, 78], [74, 74, 71, 69, 73, 72, 71], [74, 71, 72, 74, 70, 68, 71, 72], [74, 77, 74, 71, 72, 77, 79, 77, 70, 70, 69], [74, 74, 72, 74, 72, 69, 70, 74, 71], [74, 76, 74, 74, 72, 69, 76, 74], [74, 81, 81, 79, 77, 79, 77, 70, 72]]","[[(1, 74), (2, 73), (3, 74), (5, 76), (6, 72), (7, 79), (9, 79)], [(1, 74), (2, 76), (3, 77), (5, 76), (6, 78), (7, 76), (9, 78)], [(1, 74), (3, 74), (4, 71), (5, 69), (6, 73), (7, 72), (9, 71)], [(1, 74), (2, 71), (3, 72), (4, 74), (5, 70), (6, 68), (7, 71), (9, 72)], [(1, 74), (2, 77), (3, 74), (4, 71), (5, 72), (6, 77), (7, 79), (8, 77), (9, 70), (11, 70), (12, 69)], [(1, 74), (3, 74), (5, 72), (6, 74), (7, 72), (8, 69), (9, 70), (11, 74), (12, 71)], [(1, 74), (3, 76), (5, 74), (7, 74), (8, 72), (9, 69), (11, 76), (12, 74)], [(1, 74), (3, 81), (5, 81), (6, 79), (7, 77), (8, 79), (9, 77), (11, 70), (12, 72)]]",<music21.stream.Stream 0x1a34397d190>
14,"[[1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9], [1, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[64, 71, 71, 69, 67, 69], [64, 64, 64, 69, 62, 69], [64, 64, 65, 67, 62, 65, 62], [64, 81, 81, 77, 76, 79, 81], [64, 69, 71, 72, 70, 72, 74], [64, 65, 64, 73, 71, 67], [64, 64, 68, 67, 69, 67, 69], [64, 72, 74, 69, 69, 72, 70, 74]]","[[(1, 64), (3, 71), (5, 71), (7, 69), (8, 67), (9, 69)], [(1, 64), (3, 64), (5, 64), (7, 69), (8, 62), (9, 69)], [(1, 64), (3, 64), (4, 65), (5, 67), (7, 62), (8, 65), (9, 62)], [(1, 64), (3, 81), (5, 81), (6, 77), (7, 76), (8, 79), (9, 81)], [(1, 64), (4, 69), (5, 71), (6, 72), (7, 70), (8, 72), (9, 74)], [(1, 64), (4, 65), (5, 64), (7, 73), (8, 71), (9, 67)], [(1, 64), (3, 64), (4, 68), (5, 67), (7, 69), (8, 67), (9, 69)], [(1, 64), (2, 72), (3, 74), (4, 69), (5, 69), (7, 72), (8, 70), (9, 74)]]",<music21.stream.Stream 0x1a3438d99a0>
15,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9]]","[[62, 67, 72, 74, 72, 76, 74, 72, 71, 74], [62, 66, 67, 70, 72, 69, 71, 73], [62, 67, 71, 74, 79, 75, 74], [62, 64, 66, 67, 65, 74, 74], [62, 66, 67, 66, 67, 70, 72, 70], [62, 72, 71, 74, 76, 76], [62, 67, 71, 73, 74, 74, 74], [62, 67, 71, 72, 76, 77, 77]]","[[(1, 62), (2, 67), (3, 72), (4, 74), (5, 72), (7, 76), (8, 74), (9, 72), (11, 71), (12, 74)], [(1, 62), (2, 66), (3, 67), (4, 70), (5, 72), (7, 69), (8, 71), (9, 73)], [(1, 62), (2, 67), (3, 71), (4, 74), (5, 79), (7, 75), (9, 74)], [(1, 62), (2, 64), (3, 66), (4, 67), (5, 65), (7, 74), (9, 74)], [(1, 62), (2, 66), (3, 67), (4, 66), (5, 67), (7, 70), (8, 72), (9, 70)], [(1, 62), (3, 72), (4, 71), (5, 74), (7, 76), (9, 76)], [(1, 62), (2, 67), (3, 71), (4, 73), (5, 74), (7, 74), (9, 74)], [(1, 62), (3, 67), (4, 71), (5, 72), (7, 76), (8, 77), (9, 77)]]",<music21.stream.Stream 0x1a3439ff910>
16,"[[1, 3, 4, 5, 9, 10, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9]]","[[66, 74, 73, 74, 62, 70, 72], [66, 74, 76, 79, 76, 79, 77], [66, 66, 64, 69, 67, 65, 64, 62], [66, 64, 66, 67, 55, 55, 58], [66, 67, 66, 62, 78, 76, 73], [66, 74, 73, 72, 70, 69, 67, 68, 71], [66, 67, 70, 72, 74, 71, 68, 69, 71, 69, 70], [66, 67, 69, 72, 72, 76, 77, 76]]","[[(1, 66), (3, 74), (4, 73), (5, 74), (9, 62), (10, 70), (11, 72)], [(1, 66), (3, 74), (4, 76), (5, 79), (9, 76), (11, 79), (12, 77)], [(1, 66), (3, 66), (4, 64), (5, 69), (7, 67), (9, 65), (11, 64), (12, 62)], [(1, 66), (3, 64), (4, 66), (5, 67), (9, 55), (11, 55), (12, 58)], [(1, 66), (3, 67), (4, 66), (5, 62), (9, 78), (11, 76), (12, 73)], [(1, 66), (3, 74), (4, 73), (5, 72), (7, 70), (9, 69), (10, 67), (11, 68), (12, 71)], [(1, 66), (2, 67), (3, 70), (4, 72), (5, 74), (6, 71), (7, 68), (9, 69), (10, 71), (11, 69), (12, 70)], [(1, 66), (2, 67), (3, 69), (4, 72), (5, 72), (6, 76), (7, 77), (9, 76)]]",<music21.stream.Stream 0x1a343a5e790>
17,"[[1, 2, 3, 5, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9]]","[[78, 76, 74, 65, 63, 72, 74], [78, 76, 73, 74, 62, 79, 77], [78, 74, 71, 74, 77, 79, 74, 77], [78, 76, 75, 76, 77, 76, 78, 79], [78, 74, 76, 73, 69, 71, 72], [78, 76, 74, 76, 74, 76, 64, 64, 62], [78, 74, 73, 76, 74, 76, 74, 70, 69], [78, 76, 79, 77, 79, 76, 78]]","[[(1, 78), (2, 76), (3, 74), (5, 65), (9, 63), (11, 72), (12, 74)], [(1, 78), (3, 76), (4, 73), (5, 74), (9, 62), (11, 79), (12, 77)], [(1, 78), (3, 74), (4, 71), (5, 74), (7, 77), (9, 79), (11, 74), (12, 77)], [(1, 78), (3, 76), (4, 75), (5, 76), (7, 77), (9, 76), (11, 78), (12, 79)], [(1, 78), (3, 74), (5, 76), (7, 73), (9, 69), (11, 71), (12, 72)], [(1, 78), (2, 76), (3, 74), (5, 76), (7, 74), (8, 76), (9, 64), (11, 64), (12, 62)], [(1, 78), (3, 74), (4, 73), (5, 76), (7, 74), (8, 76), (9, 74), (11, 70), (12, 69)], [(1, 78), (3, 76), (4, 79), (5, 77), (7, 79), (8, 76), (9, 78)]]",<music21.stream.Stream 0x1a343a84d60>
18,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9, 10]]","[[74, 72, 69, 70, 77, 76, 79, 62], [74, 77, 72, 69, 70, 69], [74, 76, 77, 76, 77, 75, 74], [74, 77, 76, 78, 80, 78, 81, 79, 81], [74, 76, 73, 74, 70, 72, 76, 72, 71], [74, 77, 77, 76, 74, 73, 74], [74, 73, 74, 71, 73, 71, 69], [74, 74, 77, 76, 79, 76, 79]]","[[(1, 74), (3, 72), (4, 69), (5, 70), (6, 77), (7, 76), (8, 79), (9, 62)], [(1, 74), (4, 77), (5, 72), (6, 69), (7, 70), (9, 69)], [(1, 74), (3, 76), (4, 77), (5, 76), (6, 77), (7, 75), (9, 74)], [(1, 74), (3, 77), (4, 76), (5, 78), (6, 80), (7, 78), (9, 81), (11, 79), (12, 81)], [(1, 74), (3, 76), (4, 73), (5, 74), (6, 70), (7, 72), (9, 76), (11, 72), (12, 71)], [(1, 74), (3, 77), (4, 77), (5, 76), (6, 74), (7, 73), (9, 74)], [(1, 74), (3, 73), (4, 74), (5, 71), (7, 73), (8, 71), (9, 69)], [(1, 74), (3, 74), (4, 77), (5, 76), (7, 79), (9, 76), (10, 79)]]",<music21.stream.Stream 0x1a343ad2d60>
19,"[[1, 3, 5, 7, 8, 9, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[55, 79, 81, 79, 70, 69, 73], [55, 59, 60, 60, 59, 60, 62, 78, 79], [55, 60, 58, 65, 72, 57, 64, 65, 69], [55, 57, 59, 60, 67, 79, 76], [55, 60, 64, 60, 62, 66, 67, 65, 62], [55, 72, 71, 72, 71, 72, 74], [55, 60, 64, 66, 69, 71, 69, 72, 77], [55, 60, 62, 67, 66, 73, 71, 72]]","[[(1, 55), (3, 79), (5, 81), (7, 79), (8, 70), (9, 69), (12, 73)], [(1, 55), (2, 59), (3, 60), (5, 60), (7, 59), (8, 60), (9, 62), (11, 78), (12, 79)], [(1, 55), (2, 60), (3, 58), (5, 65), (7, 72), (9, 57), (10, 64), (11, 65), (12, 69)], [(1, 55), (2, 57), (3, 59), (5, 60), (7, 67), (9, 79), (11, 76)], [(1, 55), (2, 60), (3, 64), (4, 60), (5, 62), (6, 66), (7, 67), (9, 65), (11, 62)], [(1, 55), (3, 72), (4, 71), (5, 72), (6, 71), (7, 72), (9, 74)], [(1, 55), (2, 60), (3, 64), (4, 66), (5, 69), (6, 71), (7, 69), (8, 72), (9, 77)], [(1, 55), (2, 60), (3, 62), (4, 67), (5, 66), (7, 73), (8, 71), (9, 72)]]",<music21.stream.Stream 0x1a343a02c70>
20,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 5, 6, 7, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 10], [1, 3, 5, 7, 8, 9, 10]]","[[80, 78, 79, 81, 79, 77, 76, 78, 74, 79, 78], [80, 83, 81, 78, 81, 81, 78, 79, 71], [80, 78, 83, 79, 81, 82, 81], [80, 83, 81, 76, 77, 79, 78], [80, 78, 76, 76, 72, 70, 69], [80, 78, 79, 79, 78, 69, 67], [80, 83, 81, 81, 79, 77, 76, 76, 72], [80, 81, 81, 81, 79, 76, 74]]","[[(1, 80), (2, 78), (3, 79), (4, 81), (5, 79), (6, 77), (7, 76), (8, 78), (9, 74), (11, 79), (12, 78)], [(1, 80), (2, 83), (3, 81), (4, 78), (5, 81), (7, 81), (8, 78), (9, 79), (11, 71)], [(1, 80), (2, 78), (3, 83), (4, 79), (5, 81), (7, 82), (9, 81)], [(1, 80), (2, 83), (3, 81), (5, 76), (6, 77), (7, 79), (9, 78)], [(1, 80), (2, 78), (3, 76), (5, 76), (7, 72), (8, 70), (9, 69)], [(1, 80), (2, 78), (3, 79), (5, 79), (7, 78), (8, 69), (9, 67)], [(1, 80), (2, 83), (3, 81), (5, 81), (6, 79), (7, 77), (8, 76), (9, 76), (10, 72)], [(1, 80), (3, 81), (5, 81), (7, 81), (8, 79), (9, 76), (10, 74)]]",<music21.stream.Stream 0x1a343b59dc0>
21,"[[1, 3, 5, 7, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9]]","[[72, 71, 78, 81, 83], [72, 72, 72, 72, 74, 72], [72, 74, 72, 71, 72, 74, 72, 71], [72, 71, 69, 69, 71, 72], [72, 72, 70, 69, 62, 69, 70, 68], [72, 70, 67, 65, 69, 67], [72, 76, 77, 79, 78, 78, 76, 74], [72, 82, 84, 82, 81, 83, 79]]","[[(1, 72), (3, 71), (5, 78), (7, 81), (9, 83)], [(1, 72), (3, 72), (5, 72), (7, 72), (8, 74), (9, 72)], [(1, 72), (3, 74), (5, 72), (6, 71), (7, 72), (8, 74), (9, 72), (11, 71)], [(1, 72), (3, 71), (5, 69), (7, 69), (8, 71), (9, 72)], [(1, 72), (3, 72), (4, 70), (5, 69), (6, 62), (7, 69), (8, 70), (9, 68)], [(1, 72), (3, 70), (5, 67), (7, 65), (8, 69), (9, 67)], [(1, 72), (3, 76), (4, 77), (5, 79), (6, 78), (7, 78), (8, 76), (9, 74)], [(1, 72), (4, 82), (5, 84), (6, 82), (7, 81), (8, 83), (9, 79)]]",<music21.stream.Stream 0x1a343bc7e50>
22,"[[1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 5, 9], [1, 2, 3, 4, 5, 9, 10], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9]]","[[72, 72, 69, 72, 57, 74], [72, 75, 74, 73, 74, 72], [72, 71, 69, 67, 55], [72, 77, 74, 73, 74, 62, 60], [72, 71, 74, 73, 74, 76], [72, 71, 69, 68, 69, 71, 74, 71], [72, 71, 72, 70, 72, 72, 71], [72, 72, 70, 69, 67, 69, 69]]","[[(1, 72), (3, 72), (4, 69), (5, 72), (7, 57), (9, 74)], [(1, 72), (2, 75), (3, 74), (4, 73), (5, 74), (9, 72)], [(1, 72), (2, 71), (3, 69), (5, 67), (9, 55)], [(1, 72), (2, 77), (3, 74), (4, 73), (5, 74), (9, 62), (10, 60)], [(1, 72), (2, 71), (3, 74), (4, 73), (5, 74), (9, 76)], [(1, 72), (2, 71), (3, 69), (4, 68), (5, 69), (7, 71), (8, 74), (9, 71)], [(1, 72), (2, 71), (3, 72), (4, 70), (5, 72), (7, 72), (9, 71)], [(1, 72), (3, 72), (4, 70), (5, 69), (7, 67), (8, 69), (9, 69)]]",<music21.stream.Stream 0x1a3439d8040>
23,"[[1, 2, 3, 4, 5, 9, 10], [1, 2, 3, 4, 5, 9, 10, 11], [1, 2, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11]]","[[76, 74, 79, 76, 74, 72, 71], [76, 81, 78, 79, 78, 74, 73, 76], [76, 79, 83, 81, 79, 79, 81], [76, 74, 72, 75, 75, 84, 84], [76, 76, 77, 74, 76, 79, 74], [76, 74, 76, 73, 76, 76, 67], [76, 79, 77, 77, 79, 77, 81], [76, 71, 72, 71, 74, 76, 78, 81]]","[[(1, 76), (2, 74), (3, 79), (4, 76), (5, 74), (9, 72), (10, 71)], [(1, 76), (2, 81), (3, 78), (4, 79), (5, 78), (9, 74), (10, 73), (11, 76)], [(1, 76), (2, 79), (3, 83), (4, 81), (5, 79), (9, 79), (11, 81)], [(1, 76), (3, 74), (4, 72), (5, 75), (7, 75), (9, 84), (11, 84)], [(1, 76), (3, 76), (4, 77), (5, 74), (9, 76), (11, 79), (12, 74)], [(1, 76), (3, 74), (4, 76), (5, 73), (7, 76), (9, 76), (11, 67)], [(1, 76), (3, 79), (4, 77), (5, 77), (7, 79), (9, 77), (11, 81)], [(1, 76), (3, 71), (4, 72), (5, 71), (7, 74), (8, 76), (9, 78), (11, 81)]]",<music21.stream.Stream 0x1a343becee0>
24,"[[1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12]]","[[79, 77, 76, 74, 72, 74], [79, 77, 79, 76, 77, 77, 79], [79, 76, 77, 79, 76, 64, 74], [79, 81, 78, 79, 81, 82, 79, 77], [79, 77, 79, 83, 81, 81, 79, 77, 76, 77], [79, 78, 79, 78, 79, 81, 80, 76], [79, 78, 76, 72, 72, 79, 63, 62, 71, 69], [79, 78, 79, 83, 79, 78, 76, 74, 72, 71]]","[[(1, 79), (2, 77), (3, 76), (4, 74), (5, 72), (9, 74)], [(1, 79), (2, 77), (3, 79), (4, 76), (5, 77), (9, 77), (11, 79)], [(1, 79), (2, 76), (3, 77), (4, 79), (5, 76), (9, 64), (11, 74)], [(1, 79), (2, 81), (3, 78), (4, 79), (5, 81), (7, 82), (9, 79), (11, 77)], [(1, 79), (2, 77), (3, 79), (4, 83), (5, 81), (7, 81), (8, 79), (9, 77), (11, 76), (12, 77)], [(1, 79), (2, 78), (3, 79), (4, 78), (5, 79), (7, 81), (9, 80), (11, 76)], [(1, 79), (2, 78), (3, 76), (4, 72), (5, 72), (7, 79), (8, 63), (9, 62), (11, 71), (12, 69)], [(1, 79), (3, 78), (4, 79), (5, 83), (6, 79), (7, 78), (8, 76), (9, 74), (11, 72), (12, 71)]]",<music21.stream.Stream 0x1a343abad60>
25,"[[1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 9, 10]]","[[68, 71, 68, 72, 76, 78, 74], [68, 66, 67, 71, 72, 74, 71], [68, 66, 67, 66, 67, 69, 67, 66, 65], [68, 69, 65, 64, 64, 67, 66, 62], [68, 69, 67, 66, 64, 69, 69], [68, 72, 74, 76, 67, 66, 67], [68, 69, 74, 78, 74, 72, 74, 76, 72], [68, 69, 71, 73, 74, 76, 74, 77, 76]]","[[(1, 68), (3, 71), (4, 68), (5, 72), (9, 76), (11, 78), (12, 74)], [(1, 68), (2, 66), (3, 67), (4, 71), (5, 72), (9, 74), (11, 71)], [(1, 68), (2, 66), (3, 67), (4, 66), (5, 67), (7, 69), (8, 67), (9, 66), (11, 65)], [(1, 68), (2, 69), (3, 65), (4, 64), (5, 64), (7, 67), (8, 66), (9, 62)], [(1, 68), (2, 69), (3, 67), (4, 66), (5, 64), (7, 69), (9, 69)], [(1, 68), (2, 72), (3, 74), (5, 76), (6, 67), (7, 66), (9, 67)], [(1, 68), (2, 69), (3, 74), (4, 78), (5, 74), (6, 72), (7, 74), (8, 76), (9, 72)], [(1, 68), (2, 69), (3, 71), (4, 73), (5, 74), (6, 76), (7, 74), (9, 77), (10, 76)]]",<music21.stream.Stream 0x1a343c5ae20>
26,"[[1, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[76, 74, 77, 77, 76, 74, 71, 69, 78, 69], [76, 74, 72, 69, 71, 68, 71, 69, 67, 66, 64], [76, 72, 72, 71, 72, 74, 72, 76, 73], [76, 72, 69, 77, 79, 77, 76], [76, 74, 76, 73, 71, 67, 66, 69, 67], [76, 76, 77, 81, 77, 76, 74, 70, 67, 71], [76, 79, 81, 79, 77, 74, 76], [76, 76, 74, 79, 77, 79, 74]]","[[(1, 76), (3, 74), (4, 77), (5, 77), (6, 76), (7, 74), (9, 71), (10, 69), (11, 78), (12, 69)], [(1, 76), (3, 74), (4, 72), (5, 69), (6, 71), (7, 68), (8, 71), (9, 69), (10, 67), (11, 66), (12, 64)], [(1, 76), (3, 72), (5, 72), (7, 71), (8, 72), (9, 74), (10, 72), (11, 76), (12, 73)], [(1, 76), (3, 72), (5, 69), (7, 77), (9, 79), (11, 77), (12, 76)], [(1, 76), (3, 74), (5, 76), (6, 73), (7, 71), (8, 67), (9, 66), (11, 69), (12, 67)], [(1, 76), (3, 76), (4, 77), (5, 81), (6, 77), (7, 76), (8, 74), (9, 70), (11, 67), (12, 71)], [(1, 76), (4, 79), (5, 81), (6, 79), (7, 77), (8, 74), (9, 76)], [(1, 76), (3, 76), (4, 74), (5, 79), (7, 77), (8, 79), (9, 74)]]",<music21.stream.Stream 0x1a343c91af0>
