,0,1,2,3,4,5,6,7
394,"[(2, 53.0), (3, 50.0), (5, 58.0), (6, 55.0), (8, 51.0), (10, 54.0), (11, 56.0), (12, 55.0)]","[(1, 56.0), (6, 56.0), (7, 56.0), (9, 50.0), (10, 58.0), (11, 57.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 56.0), (10, 60.0)]","[(2, 56.0), (4, 60.0), (8, 57.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 52.0), (11, 48.0)]"
395,"[(2, 25.0), (3, 24.0), (5, 36.0), (6, 27.0), (8, 21.0), (10, 23.0), (11, 29.0), (12, 27.0)]","[(1, 31.0), (6, 30.0), (7, 34.0), (9, 24.0), (10, 27.0), (11, 34.0)]","[(5, 55.0), (8, 58.0)]","[(4, 55.0), (5, 54.0), (6, 60.0), (8, 56.0), (12, 58.0)]","[(1, 52.0), (2, 54.0), (4, 62.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 52.0), (10, 60.0)]","[(2, 57.0), (4, 59.0), (8, 58.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
396,"[(5, 22.0)]","[(1, 13.0), (6, 9.0), (7, 20.0), (11, 18.0)]","[(5, 55.0), (8, 58.0)]","[(4, 53.0), (5, 52.0), (6, 59.0), (8, 56.0), (12, 57.0)]","[(1, 51.0), (2, 52.0), (4, 61.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 49.0), (10, 60.0)]","[(2, 59.0), (4, 62.0), (8, 61.0), (9, 51.0)]","[(2, 61.0), (4, 53.0), (5, 56.0), (11, 53.0)]"
397,"[(2, 45.0), (3, 35.0), (5, 52.0), (6, 41.0), (8, 42.0), (10, 44.0), (11, 46.0), (12, 42.0)]","[(1, 44.0), (6, 43.0), (7, 50.0), (9, 39.0), (10, 46.0), (11, 53.0)]","[(5, 55.0), (8, 57.0)]","[(4, 53.0), (5, 53.0), (6, 60.0), (8, 55.0), (12, 56.0)]","[(1, 51.0), (2, 54.0), (4, 62.0), (5, 62.0)]","[(1, 60.0), (6, 55.0), (7, 52.0), (10, 59.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 46.0)]","[(2, 61.0), (4, 51.0), (5, 55.0), (11, 51.0)]"
398,"[(2, 62.0), (3, 61.0), (5, 67.0), (6, 65.0), (8, 63.0), (10, 63.0), (11, 65.0), (12, 65.0)]","[(1, 62.0), (6, 66.0), (7, 65.0), (9, 64.0), (10, 68.0), (11, 65.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 46.0)]"
399,"[(2, 64.0), (3, 68.0), (5, 70.0), (6, 67.0), (8, 67.0), (10, 65.0), (11, 70.0), (12, 69.0)]","[(1, 65.0), (6, 69.0), (7, 68.0), (9, 67.0), (10, 67.0), (11, 71.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 56.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 47.0)]"
400,"[(2, 75.0), (3, 76.0), (5, 75.0), (6, 81.0), (8, 76.0), (10, 79.0), (11, 77.0), (12, 78.0)]","[(1, 76.0), (6, 81.0), (7, 76.0), (9, 78.0), (10, 85.0), (11, 74.0)]","[(5, 58.0), (8, 57.0)]","[(4, 59.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 55.0), (2, 60.0), (4, 65.0), (5, 61.0)]","[(1, 64.0), (6, 55.0), (7, 61.0), (10, 62.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 53.0), (5, 53.0), (11, 49.0)]"
401,"[(2, 21.0), (3, 12.0), (5, 32.0), (6, 18.0), (8, 16.0), (10, 20.0), (11, 21.0), (12, 17.0)]","[(1, 24.0), (6, 25.0), (7, 32.0), (9, 13.0), (10, 22.0), (11, 32.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 54.0), (6, 60.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 61.0), (6, 55.0), (7, 52.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 57.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 55.0), (11, 49.0)]"
402,"[(5, 18.0)]","[(7, 13.0), (11, 10.0)]","[(5, 54.0), (8, 58.0)]","[(4, 53.0), (5, 52.0), (6, 59.0), (8, 56.0), (12, 57.0)]","[(1, 51.0), (2, 53.0), (4, 61.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 49.0), (10, 60.0)]","[(2, 54.0), (4, 57.0), (8, 57.0), (9, 42.0)]","[(2, 56.0), (4, 47.0), (5, 53.0), (11, 47.0)]"
403,"[(4, 16.0)]",[],"[(5, 54.0), (8, 56.0)]","[(4, 52.0), (5, 51.0), (6, 58.0), (8, 56.0), (12, 56.0)]","[(1, 50.0), (2, 52.0), (4, 60.0), (5, 61.0)]","[(1, 60.0), (6, 55.0), (7, 48.0), (10, 60.0)]","[(2, 55.0), (4, 58.0), (8, 58.0), (9, 45.0)]","[(2, 59.0), (4, 49.0), (5, 54.0), (11, 51.0)]"
404,"[(2, 69.0), (3, 68.0), (5, 69.0), (6, 69.0), (8, 69.0), (10, 70.0), (11, 72.0), (12, 72.0)]","[(1, 70.0), (6, 72.0), (7, 68.0), (9, 70.0), (10, 75.0), (11, 70.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 57.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 52.0), (11, 48.0)]"
405,"[(2, 29.0), (3, 18.0), (5, 39.0), (6, 25.0), (8, 21.0), (10, 25.0), (11, 27.0), (12, 24.0)]","[(1, 30.0), (6, 29.0), (7, 37.0), (9, 19.0), (10, 27.0), (11, 38.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 60.0), (8, 57.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 52.0), (11, 48.0)]"
406,"[(2, 69.0), (3, 63.0), (5, 69.0), (6, 66.0), (8, 66.0), (10, 68.0), (11, 71.0), (12, 67.0)]","[(1, 68.0), (6, 69.0), (7, 67.0), (9, 65.0), (10, 72.0), (11, 72.0)]","[(5, 58.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 59.0), (10, 62.0)]","[(2, 59.0), (4, 61.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 54.0), (11, 51.0)]"
407,"[(2, 29.0), (3, 26.0), (5, 42.0), (6, 32.0), (8, 28.0), (10, 29.0), (11, 34.0), (12, 31.0)]","[(1, 32.0), (6, 35.0), (7, 39.0), (9, 26.0), (10, 30.0), (11, 38.0)]","[(5, 57.0), (8, 58.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 54.0), (11, 50.0)]"
408,"[(2, 9.0), (5, 30.0), (6, 15.0), (11, 13.0), (12, 13.0)]","[(1, 16.0), (6, 15.0), (7, 26.0), (10, 10.0), (11, 21.0)]","[(5, 54.0), (8, 57.0)]","[(4, 54.0), (5, 53.0), (6, 60.0), (8, 56.0), (12, 58.0)]","[(1, 51.0), (2, 53.0), (4, 62.0), (5, 62.0)]","[(1, 61.0), (6, 55.0), (7, 51.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 61.0), (9, 50.0)]","[(2, 62.0), (4, 52.0), (5, 57.0), (11, 56.0)]"
409,"[(2, 62.0), (3, 60.0), (5, 72.0), (6, 63.0), (8, 63.0), (10, 65.0), (11, 69.0), (12, 63.0)]","[(1, 65.0), (6, 65.0), (7, 66.0), (9, 59.0), (10, 70.0), (11, 70.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 57.0), (4, 59.0), (8, 57.0), (9, 49.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 48.0)]"
410,"[(2, 47.0), (3, 45.0), (5, 55.0), (6, 49.0), (8, 44.0), (10, 47.0), (11, 48.0), (12, 49.0)]","[(1, 48.0), (6, 51.0), (7, 54.0), (9, 47.0), (10, 51.0), (11, 53.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 55.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 50.0), (11, 45.0)]"
411,"[(2, 63.0), (3, 67.0), (5, 68.0), (6, 69.0), (8, 64.0), (10, 65.0), (11, 66.0), (12, 70.0)]","[(1, 63.0), (6, 68.0), (7, 66.0), (9, 67.0), (10, 70.0), (11, 62.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 58.0), (6, 62.0), (8, 57.0), (12, 61.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 56.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
412,"[(2, 54.0), (3, 54.0), (5, 60.0), (6, 57.0), (8, 52.0), (10, 55.0), (11, 56.0), (12, 57.0)]","[(1, 57.0), (6, 59.0), (7, 58.0), (9, 54.0), (10, 60.0), (11, 57.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 57.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
413,"[(2, 63.0), (3, 66.0), (5, 67.0), (6, 70.0), (8, 65.0), (10, 66.0), (11, 65.0), (12, 69.0)]","[(1, 64.0), (6, 70.0), (7, 67.0), (9, 67.0), (10, 73.0), (11, 62.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 54.0), (2, 59.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 53.0), (5, 52.0), (11, 48.0)]"
414,"[(2, 67.0), (3, 72.0), (5, 75.0), (6, 75.0), (8, 71.0), (10, 69.0), (11, 71.0), (12, 75.0)]","[(1, 67.0), (6, 75.0), (7, 72.0), (9, 72.0), (10, 75.0), (11, 69.0)]","[(5, 56.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 55.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 60.0)]","[(2, 56.0), (4, 60.0), (8, 56.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 51.0), (11, 46.0)]"
415,"[(2, 63.0), (3, 61.0), (5, 67.0), (6, 65.0), (8, 63.0), (10, 63.0), (11, 67.0), (12, 65.0)]","[(1, 61.0), (6, 64.0), (7, 65.0), (9, 65.0), (10, 68.0), (11, 65.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 50.0), (5, 50.0), (11, 46.0)]"
416,"[(2, 56.0), (3, 57.0), (5, 59.0), (6, 60.0), (8, 51.0), (10, 58.0), (11, 57.0), (12, 59.0)]","[(1, 58.0), (6, 62.0), (7, 61.0), (9, 57.0), (10, 60.0), (11, 58.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 49.0)]","[(2, 60.0), (4, 52.0), (5, 53.0), (11, 48.0)]"
417,"[(2, 24.0), (3, 17.0), (5, 35.0), (6, 23.0), (8, 19.0), (10, 22.0), (11, 25.0), (12, 21.0)]","[(1, 28.0), (6, 26.0), (7, 34.0), (9, 17.0), (10, 25.0), (11, 33.0)]","[(5, 53.0), (8, 56.0)]","[(4, 52.0), (5, 51.0), (6, 59.0), (8, 54.0), (12, 55.0)]","[(1, 50.0), (2, 52.0), (4, 60.0), (5, 61.0)]","[(1, 59.0), (6, 55.0), (7, 49.0), (10, 59.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 46.0)]","[(2, 61.0), (4, 51.0), (5, 56.0), (11, 52.0)]"
418,"[(2, 41.0), (3, 37.0), (5, 50.0), (6, 41.0), (8, 38.0), (10, 41.0), (11, 44.0), (12, 42.0)]","[(1, 45.0), (6, 45.0), (7, 48.0), (9, 37.0), (10, 44.0), (11, 50.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 55.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 53.0), (11, 47.0)]"
419,"[(2, 49.0), (3, 50.0), (5, 59.0), (6, 52.0), (8, 48.0), (10, 50.0), (11, 54.0), (12, 53.0)]","[(1, 52.0), (6, 53.0), (7, 54.0), (9, 48.0), (10, 55.0), (11, 54.0)]","[(5, 55.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 55.0), (12, 57.0)]","[(1, 53.0), (2, 54.0), (4, 62.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 54.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 53.0), (11, 48.0)]"
420,"[(2, 45.0), (3, 42.0), (5, 51.0), (6, 45.0), (8, 45.0), (10, 45.0), (11, 49.0), (12, 44.0)]","[(1, 48.0), (6, 48.0), (7, 51.0), (9, 44.0), (10, 47.0), (11, 52.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 57.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 56.0), (11, 52.0)]"
421,"[(2, 47.0), (3, 51.0), (5, 56.0), (6, 53.0), (8, 44.0), (10, 48.0), (11, 50.0), (12, 52.0)]","[(1, 50.0), (6, 54.0), (7, 55.0), (9, 50.0), (10, 53.0), (11, 52.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 53.0), (11, 47.0)]"
422,"[(2, 62.0), (3, 63.0), (5, 67.0), (6, 66.0), (8, 66.0), (10, 63.0), (11, 68.0), (12, 67.0)]","[(1, 62.0), (6, 65.0), (7, 64.0), (9, 64.0), (10, 68.0), (11, 64.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 64.0), (6, 56.0), (7, 59.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 54.0), (9, 43.0)]","[(2, 56.0), (4, 47.0), (5, 50.0), (11, 43.0)]"
423,"[(2, 25.0), (3, 30.0), (5, 40.0), (6, 33.0), (8, 26.0), (10, 27.0), (11, 32.0), (12, 32.0)]","[(1, 33.0), (6, 34.0), (7, 38.0), (9, 28.0), (10, 30.0), (11, 35.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 54.0), (11, 50.0)]"
424,"[(2, 63.0), (3, 68.0), (5, 67.0), (6, 70.0), (8, 65.0), (10, 67.0), (11, 66.0), (12, 68.0)]","[(1, 65.0), (6, 70.0), (7, 67.0), (9, 67.0), (10, 73.0), (11, 62.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 52.0), (11, 49.0)]"
425,"[(2, 39.0), (3, 39.0), (5, 52.0), (6, 42.0), (8, 37.0), (10, 41.0), (11, 45.0), (12, 42.0)]","[(1, 44.0), (6, 44.0), (7, 49.0), (9, 38.0), (10, 43.0), (11, 49.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 55.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 47.0)]"
426,"[(2, 53.0), (3, 54.0), (5, 59.0), (6, 56.0), (8, 52.0), (10, 54.0), (11, 57.0), (12, 56.0)]","[(1, 57.0), (6, 58.0), (7, 58.0), (9, 52.0), (10, 58.0), (11, 57.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 55.0), (11, 52.0)]"
427,"[(2, 57.0), (3, 63.0), (5, 65.0), (6, 66.0), (8, 58.0), (10, 61.0), (11, 63.0), (12, 65.0)]","[(1, 62.0), (6, 66.0), (7, 65.0), (9, 61.0), (10, 65.0), (11, 63.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 59.0), (10, 62.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 51.0), (5, 52.0), (11, 47.0)]"
428,"[(2, 64.0), (3, 78.0), (5, 76.0), (6, 73.0), (8, 74.0), (10, 68.0), (11, 78.0), (12, 75.0)]","[(1, 71.0), (6, 74.0), (7, 71.0), (9, 74.0), (10, 71.0), (11, 72.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 60.0), (10, 61.0)]","[(2, 58.0), (4, 59.0), (8, 59.0), (9, 50.0)]","[(2, 61.0), (4, 52.0), (5, 53.0), (11, 51.0)]"
429,"[(2, 52.0), (3, 52.0), (5, 58.0), (6, 54.0), (8, 49.0), (10, 50.0), (11, 53.0), (12, 55.0)]","[(1, 53.0), (6, 55.0), (7, 55.0), (9, 53.0), (10, 55.0), (11, 54.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 57.0), (10, 62.0)]","[(2, 58.0), (4, 59.0), (8, 58.0), (9, 49.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
430,"[(2, 51.0), (3, 50.0), (5, 57.0), (6, 54.0), (8, 48.0), (10, 52.0), (11, 51.0), (12, 53.0)]","[(1, 52.0), (6, 56.0), (7, 57.0), (9, 51.0), (10, 55.0), (11, 55.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 49.0), (11, 45.0)]"
431,"[(2, 77.0), (3, 81.0), (5, 79.0), (6, 83.0), (8, 79.0), (10, 76.0), (11, 81.0), (12, 83.0)]","[(1, 76.0), (6, 82.0), (7, 75.0), (9, 81.0), (10, 83.0), (11, 76.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 55.0), (2, 60.0), (4, 65.0), (5, 61.0)]","[(1, 64.0), (6, 55.0), (7, 61.0), (10, 62.0)]","[(2, 56.0), (4, 57.0), (8, 56.0), (9, 46.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 47.0)]"
432,"[(2, 27.0), (3, 18.0), (5, 36.0), (6, 25.0), (8, 22.0), (10, 27.0), (11, 29.0), (12, 23.0)]","[(1, 32.0), (6, 31.0), (7, 37.0), (9, 18.0), (10, 30.0), (11, 37.0)]","[(5, 56.0), (8, 59.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 53.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 58.0), (9, 44.0)]","[(2, 58.0), (4, 49.0), (5, 54.0), (11, 49.0)]"
433,"[(2, 25.0), (3, 18.0), (5, 34.0), (6, 24.0), (8, 18.0), (10, 25.0), (11, 24.0), (12, 23.0)]","[(1, 31.0), (6, 32.0), (7, 37.0), (9, 19.0), (10, 26.0), (11, 37.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 48.0)]","[(2, 61.0), (4, 53.0), (5, 54.0), (11, 51.0)]"
434,"[(2, 66.0), (3, 66.0), (5, 67.0), (6, 68.0), (8, 63.0), (10, 64.0), (11, 68.0), (12, 69.0)]","[(1, 66.0), (6, 68.0), (7, 64.0), (9, 66.0), (10, 70.0), (11, 65.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 60.0)]","[(2, 56.0), (4, 60.0), (8, 56.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 52.0), (11, 47.0)]"
435,"[(2, 42.0), (3, 44.0), (5, 54.0), (6, 46.0), (8, 39.0), (10, 44.0), (11, 48.0), (12, 47.0)]","[(1, 49.0), (6, 48.0), (7, 50.0), (9, 41.0), (10, 48.0), (11, 50.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 55.0), (10, 61.0)]","[(2, 57.0), (4, 59.0), (8, 57.0), (9, 47.0)]","[(2, 59.0), (4, 51.0), (5, 52.0), (11, 48.0)]"
436,"[(2, 23.0), (3, 25.0), (5, 40.0), (6, 28.0), (8, 21.0), (10, 26.0), (11, 29.0), (12, 26.0)]","[(1, 33.0), (6, 30.0), (7, 38.0), (9, 22.0), (10, 30.0), (11, 33.0)]","[(5, 56.0), (8, 58.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 59.0), (9, 50.0)]","[(2, 61.0), (4, 53.0), (5, 55.0), (11, 51.0)]"
437,"[(2, 58.0), (3, 54.0), (5, 59.0), (6, 58.0), (8, 52.0), (10, 57.0), (11, 56.0), (12, 58.0)]","[(1, 58.0), (6, 61.0), (7, 61.0), (9, 55.0), (10, 60.0), (11, 61.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 54.0), (6, 60.0), (8, 55.0), (12, 57.0)]","[(1, 52.0), (2, 55.0), (4, 62.0), (5, 61.0)]","[(1, 61.0), (6, 55.0), (7, 54.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 55.0), (11, 50.0)]"
