Unnamed: 0,beat,pitch,beat_pitch,midi
10,"[[1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11]]","[[62, 66, 67, 65, 67, 71, 72], [62, 65, 67, 69, 66, 64, 62, 71], [62, 67, 69, 67, 67, 65, 70, 63], [62, 64, 62, 59, 55, 79, 78], [62, 67, 66, 67, 71, 72, 71], [62, 67, 66, 67, 66, 67, 55, 72], [62, 64, 69, 66, 67, 64, 67, 66, 62, 66], [62, 65, 67, 71, 71, 69, 73, 71]]","[[(1, 62), (3, 66), (4, 67), (5, 65), (6, 67), (7, 71), (9, 72)], [(1, 62), (3, 65), (4, 67), (5, 69), (6, 66), (7, 64), (8, 62), (9, 71)], [(1, 62), (2, 67), (3, 69), (4, 67), (5, 67), (7, 65), (8, 70), (9, 63)], [(1, 62), (2, 64), (3, 62), (4, 59), (5, 55), (7, 79), (9, 78)], [(1, 62), (2, 67), (3, 66), (5, 67), (7, 71), (8, 72), (9, 71)], [(1, 62), (2, 67), (3, 66), (4, 67), (5, 66), (7, 67), (8, 55), (9, 72)], [(1, 62), (2, 64), (3, 69), (4, 66), (5, 67), (7, 64), (8, 67), (9, 66), (11, 62), (12, 66)], [(1, 62), (2, 65), (3, 67), (5, 71), (7, 71), (8, 69), (9, 73), (11, 71)]]",markov_midis\markov_song_10.mid
11,"[[1, 5, 7, 8, 9, 11, 12], [1, 5, 6, 7, 8, 9, 11, 12], [1, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 5, 6, 7, 9]]","[[76, 64, 64, 67, 71, 69, 67], [76, 76, 78, 76, 73, 74, 72, 74], [76, 76, 74, 73, 74, 71], [76, 79, 77, 74, 72, 76, 78, 76], [76, 77, 79, 81, 79, 81, 78, 80, 81], [76, 74, 71, 73, 69, 70, 69, 70], [76, 77, 79, 81, 77, 79, 76], [76, 74, 65, 64, 79, 77]]","[[(1, 76), (5, 64), (7, 64), (8, 67), (9, 71), (11, 69), (12, 67)], [(1, 76), (5, 76), (6, 78), (7, 76), (8, 73), (9, 74), (11, 72), (12, 74)], [(1, 76), (5, 76), (6, 74), (7, 73), (8, 74), (9, 71)], [(1, 76), (3, 79), (4, 77), (5, 74), (6, 72), (7, 76), (8, 78), (9, 76)], [(1, 76), (2, 77), (3, 79), (4, 81), (5, 79), (6, 81), (7, 78), (8, 80), (9, 81)], [(1, 76), (3, 74), (4, 71), (5, 73), (6, 69), (7, 70), (8, 69), (9, 70)], [(1, 76), (3, 77), (4, 79), (5, 81), (6, 77), (7, 79), (9, 76)], [(1, 76), (3, 74), (5, 65), (6, 64), (7, 79), (9, 77)]]",markov_midis\markov_song_11.mid
12,"[[1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 11]]","[[80, 78, 79, 74, 72, 70, 69, 67], [80, 78, 74, 76, 74, 79, 83, 84], [80, 78, 76, 77, 74, 62, 62, 59], [80, 72, 76, 76, 73, 73, 71, 69], [80, 76, 78, 80, 81, 79, 75, 76, 74, 72, 69], [80, 72, 69, 71, 69, 72, 70, 69, 67, 71], [80, 72, 71, 67, 64, 68, 66, 64, 62], [80, 81, 79, 78, 76, 77, 79, 81, 78]]","[[(1, 80), (3, 78), (5, 79), (7, 74), (9, 72), (10, 70), (11, 69), (12, 67)], [(1, 80), (3, 78), (4, 74), (5, 76), (7, 74), (9, 79), (11, 83), (12, 84)], [(1, 80), (2, 78), (3, 76), (4, 77), (5, 74), (9, 62), (11, 62), (12, 59)], [(1, 80), (3, 72), (4, 76), (5, 76), (7, 73), (9, 73), (11, 71), (12, 69)], [(1, 80), (2, 76), (3, 78), (4, 80), (5, 81), (6, 79), (7, 75), (9, 76), (10, 74), (11, 72), (12, 69)], [(1, 80), (2, 72), (3, 69), (4, 71), (5, 69), (6, 72), (8, 70), (9, 69), (11, 67), (12, 71)], [(1, 80), (2, 72), (3, 71), (4, 67), (5, 64), (6, 68), (7, 66), (8, 64), (9, 62)], [(1, 80), (2, 81), (3, 79), (5, 78), (6, 76), (7, 77), (8, 79), (9, 81), (11, 78)]]",markov_midis\markov_song_12.mid
13,"[[1, 3, 5, 9, 10, 11], [1, 3, 5, 9, 10], [1, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9]]","[[81, 69, 71, 69, 67, 71], [81, 77, 74, 62, 64], [81, 77, 77, 65], [81, 79, 69, 67], [81, 79, 79, 79, 81], [81, 79, 75, 72, 72, 71], [81, 81, 79, 74, 74, 71, 72, 74], [81, 77, 76, 78, 69, 71, 67, 69]]","[[(1, 81), (3, 69), (5, 71), (9, 69), (10, 67), (11, 71)], [(1, 81), (3, 77), (5, 74), (9, 62), (10, 64)], [(1, 81), (3, 77), (5, 77), (9, 65)], [(1, 81), (3, 79), (5, 69), (9, 67)], [(1, 81), (3, 79), (5, 79), (7, 79), (9, 81)], [(1, 81), (3, 79), (4, 75), (5, 72), (7, 72), (9, 71)], [(1, 81), (3, 81), (4, 79), (5, 74), (7, 74), (8, 71), (9, 72), (11, 74)], [(1, 81), (3, 77), (4, 76), (5, 78), (6, 69), (7, 71), (8, 67), (9, 69)]]",markov_midis\markov_song_13.mid
14,"[[1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9]]","[[69, 76, 81, 79, 75, 74, 76], [69, 74, 73, 74, 78, 78, 76], [69, 66, 69, 65, 69, 69], [69, 71, 72, 71, 72, 71, 73, 73], [69, 71, 69, 67, 69, 69], [69, 74, 76, 79, 79, 63, 67, 72], [69, 69, 65, 67, 69, 67, 66, 66], [69, 68, 70, 69, 65, 69, 65, 62]]","[[(1, 69), (3, 76), (4, 81), (5, 79), (6, 75), (7, 74), (9, 76)], [(1, 69), (3, 74), (4, 73), (5, 74), (7, 78), (9, 78), (11, 76)], [(1, 69), (3, 66), (4, 69), (5, 65), (7, 69), (9, 69)], [(1, 69), (2, 71), (3, 72), (4, 71), (5, 72), (6, 71), (7, 73), (9, 73)], [(1, 69), (3, 71), (4, 69), (5, 67), (7, 69), (9, 69)], [(1, 69), (2, 74), (3, 76), (4, 79), (5, 79), (7, 63), (8, 67), (9, 72)], [(1, 69), (3, 69), (4, 65), (5, 67), (7, 69), (8, 67), (9, 66), (11, 66)], [(1, 69), (3, 68), (4, 70), (5, 69), (6, 65), (7, 69), (8, 65), (9, 62)]]",markov_midis\markov_song_14.mid
15,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12]]","[[72, 75, 76, 77, 79, 78, 79, 78, 74, 78], [72, 71, 67, 66, 64, 64, 67, 66], [72, 71, 68, 70, 74, 77, 79, 78, 76], [72, 77, 79, 77, 76, 72, 72, 74, 77], [72, 71, 69, 70, 69, 71, 72, 76, 79], [72, 71, 67, 66, 67, 66, 64, 65, 69, 66], [72, 76, 73, 74, 71, 69, 68, 67, 66, 69, 67], [72, 72, 73, 76, 79, 77, 79, 81, 79]]","[[(1, 72), (2, 75), (3, 76), (4, 77), (5, 79), (7, 78), (8, 79), (9, 78), (11, 74), (12, 78)], [(1, 72), (2, 71), (3, 67), (4, 66), (5, 64), (7, 64), (8, 67), (9, 66)], [(1, 72), (2, 71), (3, 68), (4, 70), (5, 74), (7, 77), (8, 79), (9, 78), (11, 76)], [(1, 72), (2, 77), (3, 79), (4, 77), (5, 76), (7, 72), (9, 72), (11, 74), (12, 77)], [(1, 72), (2, 71), (3, 69), (4, 70), (5, 69), (6, 71), (7, 72), (9, 76), (11, 79)], [(1, 72), (3, 71), (4, 67), (5, 66), (6, 67), (7, 66), (8, 64), (9, 65), (11, 69), (12, 66)], [(1, 72), (3, 76), (4, 73), (5, 74), (6, 71), (7, 69), (8, 68), (9, 67), (10, 66), (11, 69), (12, 67)], [(1, 72), (3, 72), (4, 73), (5, 76), (7, 79), (8, 77), (9, 79), (11, 81), (12, 79)]]",markov_midis\markov_song_15.mid
16,"[[1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9]]","[[79, 81, 79, 81, 83, 79, 81], [79, 76, 79, 77, 76, 78, 71], [79, 82, 81, 71, 69, 71, 69, 72], [79, 81, 80, 81, 76, 78, 76, 73, 74], [79, 76, 76, 74, 72, 76, 77], [79, 77, 76, 72, 71, 72, 74], [79, 83, 79, 77, 79, 78, 78], [79, 78, 76, 78, 79, 77, 79, 81]]","[[(1, 79), (4, 81), (5, 79), (6, 81), (7, 83), (8, 79), (9, 81)], [(1, 79), (3, 76), (4, 79), (5, 77), (6, 76), (7, 78), (9, 71)], [(1, 79), (3, 82), (4, 81), (5, 71), (6, 69), (7, 71), (8, 69), (9, 72)], [(1, 79), (2, 81), (3, 80), (4, 81), (5, 76), (6, 78), (7, 76), (8, 73), (9, 74)], [(1, 79), (3, 76), (5, 76), (6, 74), (7, 72), (8, 76), (9, 77)], [(1, 79), (4, 77), (5, 76), (6, 72), (7, 71), (8, 72), (9, 74)], [(1, 79), (3, 83), (4, 79), (5, 77), (6, 79), (7, 78), (9, 78)], [(1, 79), (2, 78), (3, 76), (4, 78), (5, 79), (6, 77), (7, 79), (9, 81)]]",markov_midis\markov_song_16.mid
17,"[[1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 8, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11]]","[[74, 72, 71, 71, 71, 72, 69, 71], [74, 76, 75, 76, 74, 76, 73, 71], [74, 76, 77, 76, 67, 64, 62], [74, 77, 81, 79, 78, 78, 79, 81], [74, 72, 74, 62, 64, 62], [74, 77, 76, 74, 71, 69, 81, 79], [74, 76, 77, 79, 78, 79, 77], [74, 76, 77, 75, 74, 76, 73, 69, 67]]","[[(1, 74), (2, 72), (3, 71), (4, 71), (5, 71), (9, 72), (11, 69), (12, 71)], [(1, 74), (3, 76), (4, 75), (5, 76), (8, 74), (9, 76), (11, 73), (12, 71)], [(1, 74), (3, 76), (4, 77), (5, 76), (9, 67), (11, 64), (12, 62)], [(1, 74), (3, 77), (4, 81), (5, 79), (7, 78), (9, 78), (11, 79), (12, 81)], [(1, 74), (4, 72), (5, 74), (9, 62), (11, 64), (12, 62)], [(1, 74), (3, 77), (4, 76), (5, 74), (7, 71), (9, 69), (11, 81), (12, 79)], [(1, 74), (3, 76), (4, 77), (5, 79), (7, 78), (9, 79), (11, 77)], [(1, 74), (3, 76), (4, 77), (5, 75), (6, 74), (7, 76), (8, 73), (9, 69), (11, 67)]]",markov_midis\markov_song_17.mid
18,"[[1, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 9, 11]]","[[81, 81, 76, 78, 76, 76, 72], [81, 79, 77, 81, 81, 79, 77, 75, 74], [81, 79, 69, 71, 71, 69, 67], [81, 78, 74, 72, 74, 71, 69], [81, 83, 81, 77, 74, 76, 78], [81, 81, 78, 76, 77, 81], [81, 79, 74, 76, 78], [81, 81, 79, 83, 79, 76, 76]]","[[(1, 81), (5, 81), (7, 76), (8, 78), (9, 76), (11, 76), (12, 72)], [(1, 81), (3, 79), (4, 77), (5, 81), (7, 81), (8, 79), (9, 77), (11, 75), (12, 74)], [(1, 81), (3, 79), (4, 69), (5, 71), (7, 71), (8, 69), (9, 67)], [(1, 81), (3, 78), (4, 74), (5, 72), (7, 74), (8, 71), (9, 69)], [(1, 81), (2, 83), (3, 81), (4, 77), (5, 74), (7, 76), (9, 78)], [(1, 81), (3, 81), (4, 78), (5, 76), (7, 77), (9, 81)], [(1, 81), (3, 79), (5, 74), (7, 76), (9, 78)], [(1, 81), (3, 81), (4, 79), (5, 83), (7, 79), (9, 76), (11, 76)]]",markov_midis\markov_song_18.mid
19,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[65, 63, 62, 62, 63, 70, 79, 76, 74], [65, 69, 73, 74, 72, 70, 67, 74, 76], [65, 74, 71, 70, 69, 72, 74, 69], [65, 69, 68, 67, 66, 69, 62, 71, 69, 67], [65, 77, 81, 79, 77, 77, 76, 72], [65, 70, 69, 73, 74, 78, 79, 77, 76], [65, 64, 66, 64, 67, 69, 71], [65, 81, 79, 72, 72, 74, 74]]","[[(1, 65), (2, 63), (3, 62), (4, 62), (5, 63), (6, 70), (7, 79), (8, 76), (9, 74)], [(1, 65), (3, 69), (4, 73), (5, 74), (6, 72), (7, 70), (8, 67), (9, 74), (11, 76)], [(1, 65), (3, 74), (4, 71), (5, 70), (6, 69), (7, 72), (8, 74), (9, 69)], [(1, 65), (3, 69), (4, 68), (5, 67), (6, 66), (7, 69), (8, 62), (9, 71), (11, 69), (12, 67)], [(1, 65), (3, 77), (4, 81), (5, 79), (7, 77), (8, 77), (9, 76), (11, 72)], [(1, 65), (2, 70), (3, 69), (4, 73), (5, 74), (7, 78), (8, 79), (9, 77), (11, 76)], [(1, 65), (2, 64), (3, 66), (5, 64), (7, 67), (8, 69), (9, 71)], [(1, 65), (3, 81), (4, 79), (5, 72), (7, 72), (8, 74), (9, 74)]]",markov_midis\markov_song_19.mid
20,"[[1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 7, 9], [1, 2, 3, 5, 6, 7, 8, 9]]","[[67, 66, 64, 62, 65, 69, 67, 69, 67], [67, 74, 76, 79, 83, 79, 81, 83, 81], [67, 66, 69, 73, 76, 73, 69], [67, 72, 69, 74, 79, 81, 81], [67, 83, 76, 72, 69, 71, 69], [67, 66, 69, 65, 64, 67, 66], [67, 71, 69, 74, 76, 72], [67, 66, 67, 71, 72, 71, 67, 69]]","[[(1, 67), (3, 66), (4, 64), (5, 62), (6, 65), (7, 69), (8, 67), (9, 69), (11, 67)], [(1, 67), (3, 74), (5, 76), (6, 79), (7, 83), (8, 79), (9, 81), (10, 83), (11, 81)], [(1, 67), (3, 66), (5, 69), (6, 73), (7, 76), (8, 73), (9, 69)], [(1, 67), (3, 72), (4, 69), (5, 74), (7, 79), (8, 81), (9, 81)], [(1, 67), (3, 83), (5, 76), (6, 72), (7, 69), (8, 71), (9, 69)], [(1, 67), (2, 66), (3, 69), (5, 65), (7, 64), (8, 67), (9, 66)], [(1, 67), (2, 71), (3, 69), (5, 74), (7, 76), (9, 72)], [(1, 67), (2, 66), (3, 67), (5, 71), (6, 72), (7, 71), (8, 67), (9, 69)]]",markov_midis\markov_song_20.mid
21,"[[1, 2, 3, 5, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11]]","[[76, 74, 73, 74, 62, 79], [76, 81, 79, 78, 74, 71, 71, 69], [76, 77, 76, 79, 78, 74, 76], [76, 76, 78, 81, 83, 74, 75], [76, 74, 76, 79, 83, 74, 79, 77], [76, 77, 79, 78, 74, 73, 69, 67, 71], [76, 78, 74, 76, 69, 67, 64], [76, 71, 72, 74, 79, 78, 74]]","[[(1, 76), (2, 74), (3, 73), (5, 74), (9, 62), (11, 79)], [(1, 76), (2, 81), (3, 79), (4, 78), (5, 74), (7, 71), (9, 71), (11, 69)], [(1, 76), (2, 77), (3, 76), (4, 79), (5, 78), (7, 74), (9, 76)], [(1, 76), (3, 76), (4, 78), (5, 81), (7, 83), (9, 74), (11, 75)], [(1, 76), (3, 74), (4, 76), (5, 79), (7, 83), (9, 74), (11, 79), (12, 77)], [(1, 76), (3, 77), (4, 79), (5, 78), (7, 74), (8, 73), (9, 69), (11, 67), (12, 71)], [(1, 76), (3, 78), (4, 74), (5, 76), (9, 69), (11, 67), (12, 64)], [(1, 76), (2, 71), (3, 72), (4, 74), (5, 79), (9, 78), (11, 74)]]",markov_midis\markov_song_21.mid
22,"[[1, 3, 4, 5, 9, 10, 11], [1, 3, 4, 5, 7, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[76, 78, 74, 72, 74, 73, 71], [76, 77, 81, 82, 81, 79, 81, 79], [76, 74, 73, 74, 72, 71, 72, 69], [76, 76, 77, 70, 69, 70, 72], [76, 74, 73, 74, 73, 71, 69], [76, 77, 76, 77, 79, 77, 76, 78, 79], [76, 74, 73, 71, 72, 71, 74, 73], [76, 79, 78, 81, 79, 76, 73, 71]]","[[(1, 76), (3, 78), (4, 74), (5, 72), (9, 74), (10, 73), (11, 71)], [(1, 76), (3, 77), (4, 81), (5, 82), (7, 81), (9, 79), (10, 81), (11, 79)], [(1, 76), (3, 74), (4, 73), (5, 74), (7, 72), (8, 71), (9, 72), (10, 69)], [(1, 76), (3, 76), (4, 77), (5, 70), (7, 69), (8, 70), (9, 72)], [(1, 76), (3, 74), (4, 73), (5, 74), (7, 73), (8, 71), (9, 69)], [(1, 76), (2, 77), (3, 76), (4, 77), (5, 79), (6, 77), (7, 76), (8, 78), (9, 79)], [(1, 76), (2, 74), (3, 73), (4, 71), (5, 72), (7, 71), (8, 74), (9, 73)], [(1, 76), (3, 79), (4, 78), (5, 81), (6, 79), (7, 76), (8, 73), (9, 71)]]",markov_midis\markov_song_22.mid
23,"[[1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 5, 7, 8, 9], [1, 5, 7, 9], [1, 5, 7, 9], [1, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11]]","[[79, 78, 79, 70, 69, 74, 76, 74], [79, 77, 79, 77, 79, 76, 79, 77], [79, 74, 74, 79, 77, 74], [79, 74, 76, 69, 72], [79, 78, 76, 77], [79, 78, 76, 76], [79, 76, 78, 76, 79], [79, 77, 81, 76, 77, 79, 76]]","[[(1, 79), (2, 78), (3, 79), (4, 70), (5, 69), (7, 74), (8, 76), (9, 74)], [(1, 79), (2, 77), (3, 79), (4, 77), (5, 79), (7, 76), (8, 79), (9, 77)], [(1, 79), (3, 74), (5, 74), (7, 79), (8, 77), (9, 74)], [(1, 79), (5, 74), (7, 76), (8, 69), (9, 72)], [(1, 79), (5, 78), (7, 76), (9, 77)], [(1, 79), (5, 78), (7, 76), (9, 76)], [(1, 79), (5, 76), (7, 78), (8, 76), (9, 79)], [(1, 79), (3, 77), (5, 81), (7, 76), (8, 77), (9, 79), (11, 76)]]",markov_midis\markov_song_23.mid
24,"[[1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9]]","[[78, 79, 81, 79, 78, 83, 79, 76, 79, 76], [78, 79, 76, 78, 79, 77, 79, 78, 79, 79, 83], [78, 76, 73, 74, 72, 74, 71, 74, 72, 72], [78, 76, 79, 79, 77, 76, 72, 70, 69, 65], [78, 74, 76, 74, 78, 74, 73], [78, 76, 79, 76, 74, 73, 74], [78, 76, 77, 74, 76, 72, 69], [78, 76, 76, 74, 76, 72, 74]]","[[(1, 78), (3, 79), (4, 81), (5, 79), (6, 78), (7, 83), (8, 79), (9, 76), (11, 79), (12, 76)], [(1, 78), (2, 79), (3, 76), (4, 78), (5, 79), (6, 77), (7, 79), (8, 78), (9, 79), (11, 79), (12, 83)], [(1, 78), (2, 76), (3, 73), (4, 74), (5, 72), (6, 74), (7, 71), (8, 74), (9, 72), (11, 72)], [(1, 78), (3, 76), (4, 79), (5, 79), (6, 77), (7, 76), (8, 72), (9, 70), (11, 69), (12, 65)], [(1, 78), (4, 74), (5, 76), (6, 74), (7, 78), (8, 74), (9, 73)], [(1, 78), (3, 76), (4, 79), (5, 76), (6, 74), (7, 73), (9, 74)], [(1, 78), (4, 76), (5, 77), (6, 74), (7, 76), (8, 72), (9, 69)], [(1, 78), (3, 76), (5, 76), (6, 74), (7, 76), (8, 72), (9, 74)]]",markov_midis\markov_song_24.mid
25,"[[1, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[74, 72, 76, 73, 71, 72, 74], [74, 76, 77, 77, 76, 78, 79], [74, 62, 67, 69, 73, 71, 69, 71], [74, 73, 74, 74, 77, 74], [74, 77, 77, 77, 65], [74, 72, 71, 69, 71, 71], [74, 73, 71, 74, 76, 71, 74, 70], [74, 76, 78, 79, 81, 79, 74, 76, 73, 71]]","[[(1, 74), (4, 72), (5, 76), (7, 73), (8, 71), (9, 72), (11, 74)], [(1, 74), (3, 76), (4, 77), (5, 77), (7, 76), (8, 78), (9, 79)], [(1, 74), (3, 62), (4, 67), (5, 69), (7, 73), (8, 71), (9, 69), (11, 71)], [(1, 74), (3, 73), (4, 74), (5, 74), (7, 77), (9, 74)], [(1, 74), (3, 77), (4, 77), (5, 77), (9, 65)], [(1, 74), (2, 72), (3, 71), (4, 69), (5, 71), (9, 71)], [(1, 74), (2, 73), (3, 71), (4, 74), (5, 76), (7, 71), (8, 74), (9, 70)], [(1, 74), (2, 76), (3, 78), (4, 79), (5, 81), (7, 79), (8, 74), (9, 76), (11, 73), (12, 71)]]",markov_midis\markov_song_25.mid
26,"[[1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 10, 11], [1, 3, 5, 6, 7, 8, 9, 11]]","[[86, 82, 80, 81, 69, 68, 69, 72], [86, 81, 78, 74, 76, 77, 74, 74], [86, 86, 83, 79, 79, 77], [86, 86, 83, 79, 78, 79], [86, 82, 81, 79, 76, 72, 74, 72], [86, 82, 79, 78, 71, 74, 76, 79], [86, 84, 84, 83, 80, 81, 79, 76], [86, 86, 83, 81, 82, 79, 74, 72]]","[[(1, 86), (3, 82), (4, 80), (5, 81), (7, 69), (8, 68), (9, 69), (10, 72)], [(1, 86), (3, 81), (4, 78), (5, 74), (7, 76), (8, 77), (9, 74), (11, 74)], [(1, 86), (3, 86), (5, 83), (7, 79), (9, 79), (11, 77)], [(1, 86), (3, 86), (5, 83), (7, 79), (8, 78), (9, 79)], [(1, 86), (3, 82), (4, 81), (5, 79), (7, 76), (8, 72), (9, 74), (11, 72)], [(1, 86), (3, 82), (4, 79), (5, 78), (7, 71), (8, 74), (9, 76), (11, 79)], [(1, 86), (3, 84), (5, 84), (7, 83), (8, 80), (9, 81), (10, 79), (11, 76)], [(1, 86), (3, 86), (5, 83), (6, 81), (7, 82), (8, 79), (9, 74), (11, 72)]]",markov_midis\markov_song_26.mid
27,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9]]","[[69, 72, 71, 73, 74, 73, 76, 73, 74, 73], [69, 65, 63, 67, 69, 67, 66, 64, 62, 67], [69, 81, 82, 79, 78, 81, 81, 79], [69, 73, 76, 76, 79, 77, 79], [69, 81, 78, 76, 77, 79, 78, 76, 74], [69, 67, 66, 67, 69, 67, 70], [69, 67, 66, 67, 71, 67, 69, 67, 66], [69, 67, 71, 72, 77, 79, 78]]","[[(1, 69), (2, 72), (3, 71), (4, 73), (5, 74), (6, 73), (7, 76), (8, 73), (9, 74), (11, 73)], [(1, 69), (2, 65), (3, 63), (4, 67), (5, 69), (6, 67), (7, 66), (8, 64), (9, 62), (10, 67)], [(1, 69), (3, 81), (4, 82), (5, 79), (7, 78), (8, 81), (9, 81), (10, 79)], [(1, 69), (3, 73), (4, 76), (5, 76), (7, 79), (8, 77), (9, 79)], [(1, 69), (3, 81), (4, 78), (5, 76), (7, 77), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 69), (3, 67), (4, 66), (5, 67), (7, 69), (9, 67), (11, 70)], [(1, 69), (3, 67), (4, 66), (5, 67), (7, 71), (8, 67), (9, 69), (11, 67), (12, 66)], [(1, 69), (3, 67), (4, 71), (5, 72), (7, 77), (8, 79), (9, 78)]]",markov_midis\markov_song_27.mid
